,ORF,CAI,dS,dN,dN/dS,dS adjusted,dN/dS adjusted,orf,fitness,fdS,fdN,fdNdS,fdSadj,fdNdSadj
YBR065C,YBR065C,0.24525,1.9849,0.274200751,0.138143358,2.48031,0.110551,YBR065C,1.016,0.686072211887982,-1.2902544440022532,-1.9722505248120714,0.9087866465212004,-2.1932733935539073
YBR066C,YBR066C,0.2415,1.4902,0.210100413,0.140988064,1.97803,0.106217,YBR066C,1.013,0.3995811649491896,-1.555421367711017,-1.9520122812518366,0.6826068256768282,-2.2329004608286933
YBR069C,YBR069C,0.30025,1.5961,0.140100313,0.087776651,2.20261,0.0636065,YBR069C,0.993,0.46818948468012667,-1.9582842018409248,-2.4216316027477713,0.7900969246348079,-2.7394402540603062
YBR070C,YBR070C,0.2335,1.2596,0.245700107,0.195062009,1.73127,0.141919,YBR070C,0.0,0.23158779809687263,-1.3995818217217477,-1.6293242973378506,0.5494326871362897,-1.9454772427727614
YBR071W,YBR071W,0.295,1.8182,0.283499834,0.155923349,2.4141,0.117435,YBR071W,1.02,0.5983968440141345,-1.2570226088957108,-1.8519978157833854,0.8817406941147486,-2.133390992107592
YBR072W,YBR072W,0.469,1.1858,0.070099921,0.059116142,2.13318,0.0328617,YBR072W,1.021,0.17126060943452956,-2.6436690532846705,-2.811476887813139,0.7580824979634646,-3.385470696803855
YBR086C,YBR086C,0.316,1.4884,0.263000829,0.176700369,2.12672,0.123665,YBR086C,1.019,0.398373354294408,-1.331803035689236,-1.727656467290204,0.7550509838747604,-2.0821251393090376
YBR087W,YBR087W,0.2865,1.4556,0.078499912,0.053929591,2.03433,0.0385876,YBR087W,0.0,0.37610495280167766,-2.5319993642407024,-2.9017030774954886,0.7106579679098584,-3.22923934107068
YBR088C,YBR088C,0.42775,1.2257,0.0,0.0,2.08976,0.0,YBR088C,0.0,0.20432763705656917,-6.907755278982137,-6.907755278982137,0.7375276362406772,-6.907755278982137
YBR095C,YBR095C,0.294,1.8059,0.192699934,0.106705761,2.39978,0.080299,YBR095C,0.971,0.591612669735648,-1.6414450493023374,-2.228352205071195,0.8757936845528397,-2.5096215626270206
YBR096W,YBR096W,0.33775,1.5057,0.138600265,0.092050385,2.18796,0.0633468,YBR096W,1.022,0.40992182882510564,-1.9689721903748645,-2.3746141583419855,0.7834265451896668,-2.74346807422621
YBR101C,YBR101C,0.30125,1.3605,0.109300265,0.080338305,1.96903,0.0555097,YBR101C,0.994,0.3085870331316772,-2.2045489501870352,-2.5091382171760466,0.6780487710603418,-2.8733429741493803
YBR102C,YBR102C,0.27,1.6155,0.105599942,0.065366723,2.1609,0.0488685,YBR102C,0.0,0.4802633181833506,-2.238672311340597,-2.712559507760768,0.7709874646782815,-2.9983657380797926
YBR105C,YBR105C,0.26375,1.5782,0.190100504,0.120454001,2.11098,0.0900532,YBR105C,0.992,0.45691838969708004,-1.6549557903767502,-2.1082196804783955,0.7476258961022074,-2.3963113279016723
YBR106W,YBR106W,0.60825,0.9969,0.063700042,0.063898126,2.22557,0.0286219,YBR106W,0.828,-0.0021022080918701985,-2.73799342832557,-2.734936530881593,0.8004622847644127,-3.5192413263523408
YBR107C,YBR107C,0.2555,1.28,0.165799992,0.129531244,1.79611,0.0923106,YBR107C,0.996,0.24764102291459714,-1.7909598370191224,-2.036142663250694,0.586179819060974,-2.3718215655779065
YBR110W,YBR110W,0.28325,1.5781,0.126900334,0.080413367,2.15027,0.059016,YBR110W,0.0,0.4568550644904604,-2.056503958985582,-2.508215805696032,0.7660583654207911,-2.8131440856426053
YBR111C,YBR111C,0.3635,1.8319,0.058099885,0.031715642,2.56617,0.0226407,YBR111C,0.987,0.6058994119956651,-2.8285263004264616,-3.4199019668273074,0.9428041248617768,-3.7447854760535284
YBR114W,YBR114W,0.32525,1.65,0.089400098,0.054181878,2.30701,0.0387515,YBR114W,1.007,0.5013811649379908,-2.4035099275137974,-2.8971206767018276,0.8363856813920993,-3.225107702744719
YBR121C,YBR121C,0.52525,1.0996,0.041099988,0.037377217,2.16061,0.0190224,YBR121C,0.0,0.09585548564352118,-3.1677078233294713,-3.260291302756542,0.7708533144159092,-3.9109036321602297
YBR123C,YBR123C,0.285,1.8805,0.125599998,0.066790746,2.4562,0.0511359,YBR123C,0.0,0.6320693310513549,-2.0667227850698495,-2.691329583026867,0.8990224903076353,-2.9539015080143547
YBR125C,YBR125C,0.27425,1.2688,0.05670007,0.044687949,1.82279,0.0311062,YBR125C,1.012,0.23885940775421233,-2.852496892297242,-3.085920713887052,0.6009167534450431,-3.4387061210790892
YBR126C,YBR126C,0.32675,1.4224,0.016800043,0.011811054,2.08244,0.00806748,YBR126C,0.926,0.35304837588303367,-4.028554405956679,-4.357446886989099,0.7340203737695251,-4.703060892489274
YBR127C,YBR127C,0.4835,0.7066,0.014400005,0.020379287,1.68327,0.00855478,YBR127C,0.944,-0.3458763166965068,-4.173387444887282,-3.845332722865554,0.5213322355098144,-4.650713726149424
YBR128C,YBR128C,0.24025,1.3339,0.196400092,0.147237493,1.81921,0.107959,YBR128C,0.988,0.2888563826795496,-1.6225226859241004,-1.9089396089127442,0.5989518790477958,-2.2167836143029325
YBR129C,YBR129C,0.26275,1.6362,0.134100369,0.081958422,2.16696,0.0618841,YBR129C,1.021,0.4929874656361109,-2.0017373027095733,-2.489415736456814,0.7737866332226911,-2.766461929424505
YBR130C,YBR130C,0.29675,1.4995,0.208200575,0.138846666,2.09894,0.0991932,YBR130C,1.013,0.4057983858982847,-1.5644617982291809,-1.967208699446729,0.7419087728926347,-2.3006549569057135
YBR131W,YBR131W,0.269,1.5994,0.264500478,0.165374814,2.14278,0.123438,YBR131W,0.986,0.4702535980009428,-1.3261386379251163,-1.79351212022391,0.7625706260032917,-2.0839476790844285
YBR133C,YBR133C,0.26925,1.3692,0.14190039,0.103637445,1.91309,0.0741734,YBR133C,0.939,0.3149567145866615,-1.945607464868794,-2.257253808620279,0.6492423138688391,-2.5879578340054783
YBR135W,YBR135W,0.23525,1.5288,0.013800034,0.00902671,2.00401,0.00688621,YBR135W,0.0,0.4251370079056285,-4.2131258009174095,-4.602502746769436,0.6956490482772668,-4.842639614411313
YBR137W,YBR137W,0.27675,1.6089,0.091300192,0.056746965,2.16794,0.0421138,YBR137W,1.004,0.4761720652661115,-2.3827090573021463,-2.851684485073804,0.7742385689448338,-3.1439121475060605
YBR138C,YBR138C,0.26025,1.5679,0.185500546,0.118311465,2.09361,0.0886032,YBR138C,1.008,0.45037473685677276,-1.6793211122886114,-2.126017852232591,0.7393673785267398,-2.412364245353278
YBR139W,YBR139W,0.2835,1.9232,0.113199934,0.058860199,2.49587,0.0453549,YBR139W,1.011,0.6545102969450272,-2.1698045596938442,-2.8157434521394547,0.9150379474673684,-3.0714282751901067
YBR143C,YBR143C,0.45625,1.3748,0.015600039,0.011347134,2.29643,0.00679317,YBR143C,0.0,0.31903538010977667,-4.098350234224809,-4.3943313076166755,0.8317911068836579,-4.854507569909781
YBR145W,YBR145W,0.39775,1.9413,0.085000277,0.043785235,2.74476,0.0309682,YBR145W,1.005,0.6638728378559501,-2.453404761803584,-3.105876769776125,1.0100579036718558,-3.443013620279308
YBR146W,YBR146W,0.268,1.3558,0.089799982,0.066233944,1.89716,0.0473339,YBR146W,1.001,0.3051289860555014,-2.3990961916127946,-2.699577039935097,0.6408849958971343,-3.0296221011604687
YBR147W,YBR147W,0.24925,1.2202,0.176400711,0.144567047,1.72369,0.102339,YBR147W,0.961,0.1998339818785856,-1.7293442012229197,-1.9271184943844941,0.5450473241885925,-2.2697404329649644
YBR148W,YBR148W,0.29675,2.2191,0.458100125,0.206435097,2.81854,0.162531,YBR148W,1.009,0.7975522399147356,-0.7784869554551614,-1.5729367737811533,1.0365737510770396,-1.810752704170618
YBR149W,YBR149W,0.3445,1.2225,0.097500062,0.079754652,1.91839,0.0508239,YBR149W,1.012,0.20171560390058915,-2.3176981013626676,-2.5163397086316373,0.6520074272263721,-2.959903846162929
YBR151W,YBR151W,0.27825,1.8056,0.153200324,0.084847322,2.36767,0.0647051,YBR151W,1.009,0.5914466257336061,-1.8695027166878002,-2.455184886068117,0.8623286161912046,-2.7225787309335048
YBR153W,YBR153W,0.2295,1.7946,0.211099892,0.117630609,2.25819,0.0934819,YBR153W,0.0,0.58533922792564,-1.5506979266054064,-2.1317407397136026,0.8150063419613804,-2.359346997219028
YBR154C,YBR154C,0.40725,1.0349,0.016300038,0.015750351,1.85755,0.00877502,YBR154C,0.0,0.035270614081919116,-4.057046580949025,-4.089336065706739,0.6197966138100133,-4.627925127076995
YBR155W,YBR155W,0.31575,1.7806,0.119400298,0.067056216,2.41842,0.0493712,YBR155W,0.0,0.5775118369610207,-2.1169332710274227,-2.6874212094567667,0.8835278420218017,-2.9883356958037717
YBR156C,YBR156C,0.24875,2.0863,0.251400568,0.12050068,2.58878,0.0971116,YBR156C,0.97,0.7358713647697236,-1.3767378979214147,-2.1078354195093767,0.951572930018721,-2.321649672714354
YBR158W,YBR158W,0.2745,1.6059,0.166800039,0.103867015,2.16039,0.0772083,YBR158W,1.016,0.47430685706557046,-1.7849822525295111,-2.2550622553532644,0.7707515332453378,-2.5483794989557054
YBR161W,YBR161W,0.28475,1.8283,0.193000329,0.105562724,2.4035,0.0802997,YBR161W,1.013,0.6039333800151154,-1.6398954240439583,-2.2390215094537247,0.8773419817355803,-2.5096129524720805
YBR162C,YBR162C,0.53475,1.4116,0.10220018,0.072400241,2.4918,0.0410146,YBR162C,0.974,0.3454319779926847,-2.2710846817501493,-2.611828059988311,0.913406576694292,-3.1697381020566526
YBR162W-A,YBR162W-A,0.3455,1.2199,0.162000096,0.132797849,1.91781,0.0844714,YBR162W-A,1.012,0.19958829169267261,-1.8140044892184928,-2.011425207650417,0.651705202222769,-2.4595734619219813
YBR163W,YBR163W,0.28,1.9239,0.274200999,0.142523519,2.4895,0.110143,YBR163W,0.854,0.6548740183384526,-1.2902535428423278,-1.9412563617414733,0.912483493531201,-2.196937618512841
YBR165W,YBR165W,0.27225,1.3192,0.229000781,0.173590647,1.86915,0.122516,YBR165W,1.017,0.27778324027253326,-1.469672574412533,-1.7453112051672448,0.6260186415532755,-2.0913845766497143
YBR167C,YBR167C,0.27225,1.5279,0.232000264,0.151842571,2.07785,0.111654,YBR167C,0.0,0.42454852258443093,-1.456715692369868,-1.8783468350322248,0.7318148562007842,-2.1834341045230112
YBR168W,YBR168W,0.25975,1.5188,0.279201362,0.183830235,2.0435,0.136629,YBR168W,0.831,0.4185787472535474,-1.2722467842773395,-1.688317523849737,0.7151532608225598,-1.9831936198748268
YBR169C,YBR169C,0.33825,1.8291,0.09980013,0.054562424,2.51237,0.0397235,YBR169C,1.017,0.6043706101690994,-2.294615633663161,-2.8902481335379706,0.9216244821047551,-3.200949957584881
YBR172C,YBR172C,0.29,1.6345,0.326499556,0.199755005,2.2203,0.147052,YBR172C,1.011,0.49194856799630154,-1.1162685796329401,-1.6056699949592015,0.7980926100814396,-1.9101917155761028
YBR173C,YBR173C,0.30025,1.4053,0.101300267,0.072084442,2.01181,0.0503528,YBR173C,0.886,0.3409621418940649,-2.2798429960572877,-2.6161397666156385,0.6995317557151405,-2.9690358163434234
YBR175W,YBR175W,0.2245,1.456,0.117700009,0.080837918,1.90949,0.0616395,YBR175W,0.964,0.37637952721306767,-2.131155901545119,-2.5030145975450635,0.6473597536592424,-2.770359209451498
YBR176W,YBR176W,0.303,1.417,0.133700039,0.094354297,2.02906,0.0658926,YBR176W,1.005,0.3492474281099357,-2.0047049060335667,-2.350155882403149,0.7080653492671529,-2.704666930821015
YBR177C,YBR177C,0.30975,1.5195,0.125000375,0.082264149,2.1452,0.0582698,YBR177C,1.013,0.41903922813528227,-2.071470395844612,-2.4857372066048433,0.76369883651089,-2.8256553775764757
YBR179C,YBR179C,0.27425,1.5311,0.135000403,0.088172166,2.08509,0.0647456,YBR179C,0.885,0.4266393433395707,-1.9950974300151814,-2.4171863284496404,0.7352915004225601,-2.7219625303156074
YBR180W,YBR180W,0.25175,1.6607,0.160100324,0.096405326,2.16924,0.0738048,YBR180W,1.015,0.5078411747250309,-1.8257279776280464,-2.3288743881037925,0.7748377605150819,-2.5928732249375894
YBR182C,YBR182C,0.23175,1.6879,0.500600147,0.296581638,2.15604,0.232185,YBR182C,1.009,0.5240774294417385,-0.6899519966012682,-1.2120666781955574,0.7687369115095316,-1.4559231490445614
YBR183W,YBR183W,0.262,1.4515,0.097300089,0.067034164,1.98074,0.0491231,YBR183W,1.009,0.3732862097439292,-2.3197303464377677,-2.6877452882078585,0.6839752466772346,-2.993273299310733
YBR184W,YBR184W,0.24125,2.4544,1.239000783,0.504808011,2.94173,0.421181,YBR184W,1.016,0.8982896807646025,0.21511201106835898,-0.6815981065956981,1.0793377219234124,-0.8623211469490994
YBR185C,YBR185C,0.261,1.744,0.12860011,0.073738595,2.27122,0.0566216,YBR185C,1.013,0.5567545556543905,-2.043301646298891,-2.593758653602965,0.8207573271570031,-2.8538577815752184
YBR193C,YBR193C,0.2755,1.5015,0.130999951,0.087246055,2.05801,0.0636537,YBR193C,0.0,0.40713038742722557,-2.024953727607956,-2.4276262867174947,0.7222252847604247,-2.7387099441567497
YBR194W,YBR194W,0.26925,2.0656,0.517401849,0.250485016,2.60949,0.198277,YBR194W,0.854,0.7259047447981174,-0.6570045672066058,-1.3803718697460412,0.9595379431773559,-1.61305946233663
YBR195C,YBR195C,0.26975,1.3464,0.109700317,0.081476766,1.8913,0.0580026,YBR195C,0.984,0.2981768095444224,-2.2009285756763433,-2.49523864954748,0.6377930204278676,-2.830173768250764
YBR196C,YBR196C,0.7485,0.7277,0.01339999,0.018414168,2.23967,0.00598302,YBR196C,0.0,-0.3164931543059005,-4.240527766844868,-3.9417521701805587,0.8067749282861819,-4.964273791023816
YBR197C,YBR197C,0.22575,1.806,0.526600518,0.291583897,2.26202,0.232801,YBR197C,1.013,0.5916680116100914,-0.6394158763350622,-1.229003826086899,0.8167002044382418,-1.4532849527933502
YBR198C,YBR198C,0.2615,1.5753,0.068900073,0.043737747,2.10353,0.0327545,YBR198C,0.0,0.4550803286503595,-2.6606885853938476,-3.106937681809956,0.7440921642943825,-3.388641537218364
YBR199W,YBR199W,0.27975,1.7608,0.239400235,0.13596106,2.3259,0.102928,YBR199W,1.01,0.5663360136935581,-1.4254500987841248,-1.9880586271326735,0.8445369096107644,-2.2640569272887054
YBR201W,YBR201W,0.2405,1.595,0.135099919,0.084702143,2.08081,0.0649266,YBR201W,1.018,0.4675004990276169,-1.9943659644755183,-2.456877447856738,0.733237707623096,-2.7192132770335062
YBR202W,YBR202W,0.3335,1.4151,0.056899975,0.040209155,2.08877,0.0272409,YBR202W,0.0,0.34790661424687597,-2.84903832618221,-3.189094838573497,0.7370540120741209,-3.5669839971765382
YBR203W,YBR203W,0.30575,1.57,0.179300398,0.114204075,2.18762,0.0819614,YBR203W,1.01,0.4517123592734841,-1.713130941343244,-2.1610501580820762,0.7832712082223544,-2.489379839600556
YBR205W,YBR205W,0.3395,1.1928,0.127600032,0.106975211,1.87859,0.0679233,YBR205W,1.008,0.17714149675241242,-2.0510482183450565,-2.225853605981227,0.63105366795146,-2.674760986866838
YBR207W,YBR207W,0.30425,1.4583,0.116700183,0.080024812,2.07289,0.0562983,YBR207W,1.019,0.37795686869156286,-2.139614709916775,-2.5129998502287387,0.7294260707923059,-2.8594843241134265
YBR211C,YBR211C,0.2515,1.6034,0.207299986,0.129287755,2.11143,0.0981799,YBR211C,0.0,0.47274985491376065,-1.5687759979259668,-2.0380097747085952,0.7478389436055047,-2.3108199061894537
YBR212W,YBR212W,0.25725,1.5147,0.179200399,0.118307519,2.03435,0.0880873,YBR212W,1.013,0.41587737845547407,-1.7136857196039135,-2.1260509258794085,0.7106677942779344,-2.418138491140532
YBR213W,YBR213W,0.2735,1.6611,0.140899928,0.084823267,2.21357,0.0636528,YBR213W,0.999,0.5080818630949273,-1.952633202215846,-2.4554651320939227,0.7950582537257437,-2.73872386457065
YBR214W,YBR214W,0.28425,1.361,0.07460022,0.054812799,1.93519,0.0385493,YBR214W,1.01,0.3089542077273205,-2.582296085747974,-2.8857520631369247,0.6607221245347895,-3.2302072840401497
YBR215W,YBR215W,0.27375,1.6653,0.302200721,0.181469237,2.21828,0.136232,YBR215W,0.988,0.5106055995624407,-1.1933602472484102,-1.701173684551725,0.7971828189553558,-1.9860823547340714
YBR216C,YBR216C,0.27975,1.6559,0.258599914,0.156168799,2.221,0.116434,YBR216C,1.008,0.5049483865931144,-1.3486136254311476,-1.850434898330488,0.7984076912174383,-2.141878805339322
YBR217W,YBR217W,0.23275,1.7996,0.17110041,0.095076912,2.26976,0.0753826,YBR217W,1.012,0.5881199426922393,-1.7596771934316298,-2.3426062416103366,0.8201145772218223,-2.5720003574394332
YBR222C,YBR222C,0.3345,1.8276,0.054300115,0.029711159,2.50329,0.0216915,YBR222C,1.014,0.603550646748189,-2.8949802908900066,-3.483129205091759,0.9180052612283334,-3.7857648739576466
YBR225W,YBR225W,0.27625,1.5176,0.190100517,0.125263915,2.07563,0.0915869,YBR225W,0.996,0.41778885779699626,-1.654955722349721,-2.0693809990784233,0.7307463874745715,-2.3796076160201465
YBR227C,YBR227C,0.27775,1.9179,0.119400348,0.062255773,2.47896,0.0481655,YBR227C,1.0,0.6517521051935595,-2.116932855746145,-2.7605688828123367,0.9082424310145584,-3.0125631209654644
YBR228W,YBR228W,0.23075,1.7823,0.20790038,0.116647242,2.24842,0.0924651,YBR228W,1.012,0.5784655804763305,-1.5658977913690935,-2.140064606497483,0.8106724052081486,-2.370167174399193
YBR233W,YBR233W,0.2525,1.8889,0.140000083,0.074117255,2.39895,0.0583589,YBR233W,1.007,0.6365239176188547,-1.9589947999516597,-2.588704986283334,0.8754479038035498,-2.8241532112920176
YBR234C,YBR234C,0.3275,1.3656,0.08230006,0.060266594,2.02715,0.0405989,YBR234C,0.0,0.31232590336454075,-2.485306009521484,-2.7925205438011806,0.7071240474907394,-3.1796815543722157
YBR235W,YBR235W,0.269,1.6186,0.073200103,0.045224331,2.16198,0.0338579,YBR235W,1.02,0.482179205175869,-2.600989740669604,-3.0742489745016184,0.7714869005111598,-3.356475481668677
YBR236C,YBR236C,0.279,1.7664,0.110300088,0.062443438,2.32998,0.0473395,YBR236C,0.0,0.5695095401017669,-2.1955252300450656,-2.7576065101857195,0.8462887800082315,-3.0295062471612035
YBR237W,YBR237W,0.2635,2.0089,0.198699927,0.098909815,2.54117,0.0781923,YBR237W,0.0,0.6980849695895691,-1.6109394041087568,-2.303487349905424,0.9330180470063469,-2.5358762071103658
YBR240C,YBR240C,0.24675,1.6084,0.11680026,0.072618913,2.10684,0.0554386,YBR240C,1.01,0.4758614387298954,-2.1387648006363564,-2.6088533161497742,0.7456637264701911,-2.8746019574079393
YBR241C,YBR241C,0.24125,1.7067,0.123700289,0.072479222,2.19403,0.0563804,YBR241C,1.013,0.5351474359110563,-2.0818421087366827,-2.6107526066063436,0.7861957138597044,-2.8580524973831567
YBR242W,YBR242W,0.3005,1.3102,0.151399965,0.11555485,1.91721,0.0789689,YBR242W,1.013,0.27094274844748284,-1.8812468653884102,-2.1493933013245563,0.6513924595188527,-2.5261174698911257
YBR246W,YBR246W,0.25925,1.7173,0.213500462,0.124323334,2.24099,0.0952706,YBR246W,0.986,0.5413354299705624,-1.539443386770231,-2.0768582093579924,0.8073638643367204,-2.3405923027405087
YBR247C,YBR247C,0.32175,1.5768,0.073300273,0.046486728,2.22674,0.0329182,YBR247C,0.0,0.4560314716788521,-2.5996406529717686,-3.047305017510251,0.8009876186665918,-3.3838035355042226
YBR248C,YBR248C,0.314,1.6251,0.082900041,0.051012271,2.25938,0.0366915,YBR248C,1.001,0.48618450984953965,-2.4781291768320997,-2.956275607470561,0.8155329407429016,-3.278320674140025
YBR249C,YBR249C,0.617,0.848,0.038199924,0.04504708,2.09434,0.0182396,YBR249C,1.018,-0.16369609267078977,-3.23908047096311,-3.0780909276289545,0.7397158313757648,-3.950784623981482
YBR250W,YBR250W,0.26775,1.8979,0.17740028,0.093471879,2.43876,0.072742,YBR250W,1.013,0.6412747711492339,-1.7237254893307332,-2.3594530654867545,0.8918996738116461,-2.607182764222271
YBR251W,YBR251W,0.26475,1.6045,0.047700186,0.029729003,2.1393,0.0222971,YBR251W,0.762,0.4734352345474315,-3.022072429599038,-3.4825483472319863,0.7609460061243805,-3.759426389676022
YBR252W,YBR252W,0.3575,1.9999,0.07899988,0.039501915,2.72205,0.0290222,YBR252W,0.0,0.6935970793403101,-2.5257301443093807,-3.206406022036877,1.0017525756236654,-3.505818170984982
YBR253W,YBR253W,0.23825,1.354,0.125800417,0.092910205,1.83527,0.068546,YBR253W,0.0,0.3038014543316642,-2.065140948340886,-2.3654162192268835,0.6077363402097392,-2.665766874847474
YBR254C,YBR254C,0.22825,1.5931,0.076600205,0.048082484,2.05417,0.0372901,YBR254C,0.0,0.4663093136574638,-2.556185210043876,-3.0142530491731887,0.720358569587496,-3.2625639018483943
YBR255W,YBR255W,0.23975,1.8463,0.172300326,0.093321955,2.3306,0.0739296,YBR255W,1.012,0.6137251135824546,-1.7527292011313593,-2.3610412956565487,0.8465547271892576,-2.5912062729359278
YBR256C,YBR256C,0.29175,1.9578,0.107800314,0.055061964,2.54714,0.0423221,YBR256C,0.0,0.6723320408460252,-2.218241058535048,-2.881297699966909,0.9353636812554378,-3.139092381569999
YBR257W,YBR257W,0.2625,1.9133,0.196000078,0.10244085,2.44355,0.0802112,YBR257W,0.0,0.6493520205602737,-1.6245511543051407,-2.2687553272282446,0.8938610569079705,-2.5107021102916325
YBR258C,YBR258C,0.262,1.7447,0.303400445,0.173898346,2.27394,0.133425,YBR258C,1.018,0.5571556213485968,-1.1894111911034277,-1.7435503538347725,0.8219536784287499,-2.0067488562863955
YBR259W,YBR259W,0.26075,1.6335,0.418600951,0.256260147,2.16022,0.193777,YBR259W,1.023,0.49133694718212817,-0.8684511360183307,-1.3576674609253716,0.770672877063037,-1.6358999645596868
YBR260C,YBR260C,0.2965,1.6558,0.08470006,0.051153557,2.25473,0.0375655,YBR260C,1.014,0.5048880310992373,-2.456901753261962,-2.9535628927664352,0.813473645622424,-3.2553971845564043
